Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2020-01-02T10:30;2020-01-02T10:45;43;EUR;MWh;NO;NO;30.31;;30.31;30.31;1;UP
2020-01-02T10:45;2020-01-02T11:00;44;EUR;MWh;NO;NO;34.31;;34.31;34.31;1;UP
2020-01-02T11:00;2020-01-02T11:15;45;EUR;MWh;NO;NO;332.12;;332.12;332.12;1;UP
2020-01-02T11:15;2020-01-02T11:30;46;EUR;MWh;NO;NO;30.55;;30.55;30.55;1;UP
2020-01-02T11:30;2020-01-02T11:45;47;EUR;MWh;NO;NO;38.91;;38.91;38.91;1;UP
2020-01-02T11:45;2020-01-02T12:00;48;EUR;MWh;NO;NO;39.16;;39.16;39.16;1;UP
2020-01-02T12:00;2020-01-02T12:15;49;EUR;MWh;NO;NO;332.12;;332.12;332.12;1;UP
2020-01-02T12:15;2020-01-02T12:30;50;EUR;MWh;NO;NO;36.25;;36.25;36.25;1;UP
2020-01-02T12:30;2020-01-02T12:45;51;EUR;MWh;NO;NO;30.88;;30.88;30.88;1;UP
2020-01-02T12:45;2020-01-02T13:00;52;EUR;MWh;NO;NO;34.55;;34.55;34.55;1;UP
2020-01-02T13:00;2020-01-02T13:15;53;EUR;MWh;NO;NO;38.97;;38.97;38.97;1;UP
2020-01-02T13:15;2020-01-02T13:30;54;EUR;MWh;NO;NO;39.46;;39.46;39.46;1;UP
2020-01-02T13:30;2020-01-02T13:45;55;EUR;MWh;NO;NO;35.05;;35.05;35.05;1;UP
2020-01-02T13:45;2020-01-02T14:00;56;EUR;MWh;NO;NO;34.56;;34.56;34.56;1;UP
2020-01-02T14:00;2020-01-02T14:15;57;EUR;MWh;NO;NO;44.12;;44.12;44.12;1;UP
2020-01-02T14:15;2020-01-02T14:30;58;EUR;MWh;NO;NO;37.98;;37.98;37.98;1;UP
2020-01-02T14:30;2020-01-02T14:45;59;EUR;MWh;NO;NO;35.66;;35.66;35.66;1;UP
2020-01-02T14:45;2020-01-02T15:00;60;EUR;MWh;NO;NO;31.16;;31.16;31.16;1;UP
2020-01-02T15:00;2020-01-02T15:15;61;EUR;MWh;NO;NO;29.23;;29.23;29.23;1;UP
2020-01-02T15:15;2020-01-02T15:30;62;EUR;MWh;NO;NO;;;35.52;35.52;0;STABLE
2020-01-02T15:30;2020-01-02T15:45;63;EUR;MWh;NO;NO;;25.98;25.98;25.98;-1;DOWN
2020-01-02T15:45;2020-01-02T16:00;64;EUR;MWh;NO;NO;;41.76;41.76;41.76;-1;DOWN
2020-01-02T16:00;2020-01-02T16:15;65;EUR;MWh;NO;NO;;26.92;26.92;26.92;-1;DOWN
2020-01-02T16:15;2020-01-02T16:30;66;EUR;MWh;NO;NO;;;35.4;35.4;0;STABLE
2020-01-02T16:30;2020-01-02T16:45;67;EUR;MWh;NO;NO;38.57;;38.57;38.57;1;UP
2020-01-02T16:45;2020-01-02T17:00;68;EUR;MWh;NO;NO;119.12;;119.12;119.12;1;UP
2020-01-02T17:00;2020-01-02T17:15;69;EUR;MWh;NO;NO;450;34.07;450;32.89;2;UP_AND_DOWN
2020-01-02T17:15;2020-01-02T17:30;70;EUR;MWh;NO;NO;450;34.07;34.07;34.07;-1;DOWN
2020-01-02T17:30;2020-01-02T17:45;71;EUR;MWh;NO;NO;;41.58;41.58;41.58;-1;DOWN
2020-01-02T17:45;2020-01-02T18:00;72;EUR;MWh;NO;NO;29.28;;29.28;29.28;1;UP
2020-01-02T18:00;2020-01-02T18:15;73;EUR;MWh;NO;NO;33.76;;33.76;33.76;1;UP
2020-01-02T18:15;2020-01-02T18:30;74;EUR;MWh;NO;NO;29.28;;29.28;29.28;1;UP
2020-01-02T18:30;2020-01-02T18:45;75;EUR;MWh;NO;NO;;11.67;11.67;11.67;-1;DOWN
2020-01-02T18:45;2020-01-02T19:00;76;EUR;MWh;NO;NO;;23.78;23.78;23.78;-1;DOWN
2020-01-02T19:00;2020-01-02T19:15;77;EUR;MWh;NO;NO;314.12;23.78;314.12;314.12;1;UP
2020-01-02T19:15;2020-01-02T19:30;78;EUR;MWh;NO;NO;37.98;22.68;37.98;22.68;2;UP_AND_DOWN
